Protocol,Compounds,InputFields,Iterations,NumPending,Hour,Day,Class
b'E',250.0,19.0,20.0,0.0,11.4,b'Fri',b'VF'
b'E',249.0,31.0,20.0,0.0,11.4666666666667,b'Fri',b'VF'
b'E',250.0,95.0,20.0,0.0,10.7333333333333,b'Fri',b'VF'
b'E',256.0,69.0,10.0,0.0,14.6166666666667,b'Fri',b'VF'
b'E',25.0,15.0,20.0,0.0,16.3,b'Fri',b'VF'
b'E',30.0,19.0,20.0,0.0,10.2166666666667,b'Fri',b'VF'
b'E',32.0,17.0,20.0,0.0,16.45,b'Wed',b'VF'
b'E',21.0,19.0,20.0,0.0,16.1,b'Fri',b'VF'
b'E',22.0,26.0,20.0,0.0,17.2333333333333,b'Tue',b'VF'
b'E',23.0,22.0,20.0,0.0,9.23333333333333,b'Wed',b'VF'
b'E',21.0,23.0,20.0,0.0,9.9,b'Fri',b'VF'
b'E',21.0,24.0,20.0,0.0,10.6666666666667,b'Wed',b'VF'
b'E',24.0,24.0,20.0,0.0,10.15,b'Wed',b'VF'
b'E',308.0,289.0,20.0,0.0,15.5,b'Fri',b'F'
b'E',303.0,299.0,20.0,0.0,16.0,b'Fri',b'F'
b'E',300.0,299.0,20.0,0.0,14.5,b'Fri',b'F'
b'E',302.0,299.0,20.0,0.0,14.65,b'Fri',b'F'
b'E',328.0,35.0,20.0,0.0,13.7833333333333,b'Mon',b'VF'
b'E',35.0,33.0,20.0,0.0,13.8833333333333,b'Tue',b'VF'
b'E',39.0,35.0,20.0,0.0,10.65,b'Tue',b'VF'
b'E',410.0,33.0,20.0,0.0,10.55,b'Thu',b'VF'
b'E',55.0,48.0,20.0,0.0,10.4666666666667,b'Fri',b'VF'
b'E',50.0,45.0,20.0,0.0,11.95,b'Fri',b'VF'
b'E',47.0,43.0,20.0,0.0,12.2166666666667,b'Fri',b'VF'
b'E',498.0,141.0,20.0,0.0,13.9333333333333,b'Tue',b'F'
b'E',50.0,38.0,20.0,0.0,10.2833333333333,b'Fri',b'VF'
b'E',50.0,45.0,20.0,0.0,16.3333333333333,b'Fri',b'VF'
b'E',46.0,42.0,20.0,0.0,10.0666666666667,b'Fri',b'VF'
b'E',54.0,47.0,20.0,0.0,16.1833333333333,b'Wed',b'VF'
b'E',49.0,44.0,20.0,0.0,16.1333333333333,b'Fri',b'VF'
b'E',48.0,50.0,20.0,0.0,16.5833333333333,b'Fri',b'VF'
b'E',52.0,51.0,20.0,0.0,17.25,b'Tue',b'VF'
b'E',60.0,45.0,20.0,0.0,13.1333333333333,b'Wed',b'VF'
b'E',563.0,155.0,20.0,0.0,13.5166666666667,b'Mon',b'F'
b'E',61.0,53.0,20.0,0.0,11.5833333333333,b'Tue',b'VF'
b'E',65.0,60.0,20.0,0.0,9.35,b'Wed',b'VF'
b'E',69.0,62.0,20.0,0.0,15.15,b'Wed',b'VF'
b'E',70.0,60.0,20.0,0.0,10.0833333333333,b'Mon',b'VF'
b'E',63.0,71.0,20.0,0.0,14.1166666666667,b'Wed',b'VF'
b'E',74.0,70.0,20.0,0.0,21.65,b'Wed',b'VF'
b'E',77.0,70.0,50.0,0.0,13.1333333333333,b'Thu',b'VF'
b'E',789.0,30.0,20.0,0.0,21.6666666666667,b'Tue',b'VF'
b'E',790.0,779.0,20.0,0.0,18.1833333333333,b'Wed',b'M'
b'E',775.0,784.0,20.0,0.0,14.0833333333333,b'Fri',b'M'
b'E',785.0,780.0,20.0,0.0,14.4166666666667,b'Fri',b'M'
b'E',787.0,778.0,20.0,0.0,14.2,b'Fri',b'M'
b'E',779.0,786.0,20.0,0.0,14.4666666666667,b'Fri',b'M'
b'E',76.0,77.0,20.0,0.0,10.8166666666667,b'Tue',b'VF'
b'E',891.0,15.0,20.0,0.0,17.45,b'Tue',b'VF'
b'E',894.0,207.0,20.0,0.0,17.55,b'Tue',b'F'
b'E',883.0,269.0,20.0,0.0,17.55,b'Tue',b'F'
b'E',885.0,52.0,20.0,0.0,17.5833333333333,b'Tue',b'F'
b'E',20.0,10.0,20.0,0.0,11.2166666666667,b'Tue',b'VF'
b'E',20.0,10.0,20.0,0.0,13.2166666666667,b'Tue',b'VF'
b'E',20.0,10.0,20.0,0.0,13.7666666666667,b'Tue',b'VF'
b'A',120.0,338.0,20.0,3340.0,13.25,b'Mon',b'F'
b'A',130.0,397.0,20.0,160.0,16.8,b'Fri',b'F'
b'A',129.0,373.0,20.0,118.0,10.6666666666667,b'Mon',b'F'
b'A',141.0,373.0,20.0,92.0,9.43333333333333,b'Mon',b'VF'
b'A',134.0,113.0,20.0,0.0,9.56666666666667,b'Mon',b'VF'
b'A',135.0,165.0,20.0,281.0,9.51666666666667,b'Mon',b'VF'
b'A',130.0,311.0,20.0,112.0,9.48333333333333,b'Mon',b'VF'
b'A',135.0,369.0,20.0,160.0,9.51666666666667,b'Mon',b'VF'
b'A',139.0,22.0,20.0,82.0,9.53333333333333,b'Mon',b'VF'
b'A',152.0,392.0,10.0,1.0,15.1666666666667,b'Wed',b'VF'
b'A',157.0,397.0,10.0,1.0,10.45,b'Thu',b'VF'
b'A',153.0,392.0,10.0,0.0,15.7333333333333,b'Fri',b'F'
b'A',161.0,497.0,100.0,0.0,13.65,b'Fri',b'M'
b'A',184.0,533.0,20.0,86.0,16.7333333333333,b'Fri',b'F'
b'A',205.0,38.0,20.0,8.0,11.4666666666667,b'Mon',b'VF'
b'A',215.0,600.0,20.0,0.0,17.4666666666667,b'Mon',b'VF'
b'A',204.0,605.0,20.0,0.0,17.9166666666667,b'Mon',b'VF'
b'A',216.0,604.0,20.0,0.0,15.2,b'Tue',b'F'
b'A',228.0,610.0,20.0,0.0,15.2333333333333,b'Tue',b'F'
b'A',213.0,651.0,20.0,0.0,14.9333333333333,b'Tue',b'F'
b'A',227.0,650.0,20.0,0.0,14.9333333333333,b'Tue',b'F'
b'A',228.0,538.0,20.0,0.0,14.9333333333333,b'Tue',b'F'
b'A',220.0,541.0,20.0,0.0,11.4833333333333,b'Tue',b'F'
b'A',230.0,544.0,20.0,0.0,14.9333333333333,b'Tue',b'F'
b'A',223.0,619.0,20.0,0.0,15.2666666666667,b'Tue',b'F'
b'A',223.0,624.0,20.0,0.0,15.25,b'Tue',b'F'
b'A',226.0,654.0,20.0,0.0,18.1833333333333,b'Fri',b'F'
b'A',229.0,652.0,20.0,0.0,9.7,b'Mon',b'VF'
b'A',226.0,651.0,20.0,0.0,16.6166666666667,b'Fri',b'F'
b'A',221.0,661.0,20.0,49.0,13.8166666666667,b'Tue',b'F'
b'A',236.0,666.0,20.0,0.0,14.1333333333333,b'Tue',b'VF'
b'A',237.0,532.0,200.0,0.0,18.15,b'Fri',b'M'
b'A',237.0,635.0,20.0,0.0,7.91666666666667,b'Mon',b'F'
b'A',231.0,690.0,20.0,11.0,14.8666666666667,b'Tue',b'VF'
b'A',233.0,699.0,20.0,0.0,15.0333333333333,b'Tue',b'VF'
b'A',252.0,699.0,20.0,0.0,11.6166666666667,b'Mon',b'VF'
b'A',31.0,79.0,20.0,0.0,10.2,b'Wed',b'VF'
b'A',27.0,74.0,20.0,0.0,10.45,b'Wed',b'VF'
b'A',29.0,76.0,20.0,0.0,14.0666666666667,b'Wed',b'VF'
b'A',273.0,537.0,200.0,0.0,17.0333333333333,b'Wed',b'L'
b'A',286.0,534.0,200.0,0.0,18.1,b'Fri',b'L'
b'A',326.0,895.0,20.0,21.0,15.15,b'Fri',b'F'
b'A',3400.0,4638.0,20.0,0.0,21.9166666666667,b'Mon',b'L'
b'A',3404.0,2574.0,20.0,0.0,20.4,b'Thu',b'L'
b'A',3405.0,2082.0,20.0,0.0,10.8666666666667,b'Fri',b'L'
b'A',3397.0,4470.0,20.0,0.0,21.5166666666667,b'Mon',b'L'
b'A',3398.0,4467.0,20.0,0.0,0.883333333333333,b'Wed',b'L'
b'A',3496.0,977.0,20.0,0.0,7.5,b'Thu',b'L'
b'A',3483.0,985.0,20.0,0.0,7.33333333333333,b'Thu',b'L'
b'A',3493.0,1158.0,20.0,0.0,7.98333333333333,b'Thu',b'L'
b'A',3498.0,623.0,20.0,0.0,11.6,b'Wed',b'L'
b'A',3484.0,462.0,20.0,0.0,11.5833333333333,b'Wed',b'L'
b'A',3667.0,431.0,20.0,0.0,8.35,b'Tue',b'L'
b'A',3680.0,431.0,20.0,0.0,12.95,b'Wed',b'L'
b'A',370.0,774.0,50.0,0.0,11.4,b'Fri',b'M'
b'A',3744.0,191.0,20.0,1.0,14.65,b'Wed',b'F'
b'A',3768.0,248.0,20.0,0.0,9.61666666666667,b'Wed',b'M'
b'A',3768.0,247.0,20.0,0.0,10.5666666666667,b'Wed',b'M'
b'A',400.0,1180.0,20.0,0.0,5.58333333333333,b'Wed',b'M'
b'A',404.0,1186.0,20.0,0.0,5.45,b'Tue',b'M'
b'A',406.0,94.0,20.0,0.0,11.6,b'Thu',b'VF'
b'A',405.0,1186.0,20.0,0.0,6.26666666666667,b'Mon',b'M'
b'A',395.0,92.0,20.0,0.0,12.2666666666667,b'Thu',b'VF'
b'A',407.0,1197.0,20.0,0.0,10.2166666666667,b'Tue',b'M'
b'A',413.0,921.0,20.0,24.0,9.01666666666667,b'Tue',b'F'
b'A',410.0,66.0,20.0,3.0,12.3333333333333,b'Thu',b'M'
b'A',415.0,83.0,20.0,0.0,20.3666666666667,b'Mon',b'VF'
b'A',413.0,412.0,20.0,0.0,10.6166666666667,b'Fri',b'M'
b'A',412.0,416.0,20.0,0.0,4.86666666666667,b'Mon',b'M'
b'A',413.0,51.0,20.0,0.0,5.33333333333333,b'Mon',b'VF'
b'A',411.0,63.0,20.0,0.0,5.16666666666667,b'Mon',b'VF'
b'A',422.0,934.0,20.0,0.0,10.5,b'Fri',b'M'
b'A',423.0,953.0,20.0,0.0,10.55,b'Fri',b'M'
b'A',424.0,166.0,20.0,0.0,9.06666666666667,b'Fri',b'VF'
b'A',417.0,195.0,20.0,0.0,10.5333333333333,b'Fri',b'F'
b'A',417.0,234.0,20.0,0.0,10.4666666666667,b'Fri',b'F'
b'A',420.0,26.0,20.0,0.0,10.3666666666667,b'Fri',b'VF'
b'A',425.0,53.0,20.0,0.0,10.6166666666667,b'Fri',b'VF'
b'A',424.0,213.0,20.0,0.0,6.78333333333333,b'Wed',b'F'
b'A',4505.0,155.0,20.0,6.0,16.5833333333333,b'Wed',b'F'
b'A',461.0,684.0,20.0,0.0,14.85,b'Tue',b'M'
b'A',457.0,689.0,20.0,0.0,14.05,b'Tue',b'M'
b'A',458.0,179.0,10.0,3.0,10.7333333333333,b'Tue',b'F'
b'A',460.0,185.0,10.0,3.0,10.9,b'Tue',b'F'
b'A',455.0,184.0,10.0,3.0,14.4666666666667,b'Thu',b'M'
b'A',468.0,306.0,20.0,0.0,19.3333333333333,b'Mon',b'VF'
b'A',471.0,440.0,20.0,23.0,15.6666666666667,b'Wed',b'VF'
b'A',467.0,663.0,20.0,22.0,19.6833333333333,b'Mon',b'F'
b'A',529.0,744.0,20.0,21.0,18.3833333333333,b'Thu',b'F'
b'A',533.0,576.0,20.0,0.0,14.0,b'Tue',b'F'
b'A',529.0,615.0,20.0,0.0,7.66666666666667,b'Fri',b'F'
b'A',52.0,171.0,20.0,0.0,6.2,b'Mon',b'VF'
b'A',69.0,201.0,20.0,0.0,15.8666666666667,b'Wed',b'VF'
b'A',877.0,865.0,20.0,17.0,14.8,b'Mon',b'F'
b'C',99.0,938.0,20.0,0.0,17.9333333333333,b'Thu',b'VF'
b'C',1056.0,2783.0,10.0,0.0,5.8,b'Thu',b'VF'
b'C',1068.0,2781.0,20.0,0.0,13.7333333333333,b'Wed',b'VF'
b'C',1063.0,4775.0,10.0,0.0,14.25,b'Mon',b'VF'
b'C',1057.0,1837.0,10.0,0.0,5.38333333333333,b'Fri',b'VF'
b'C',106.0,3357.0,20.0,0.0,12.5333333333333,b'Mon',b'VF'
b'C',114.0,3359.0,20.0,0.0,14.0166666666667,b'Mon',b'VF'
b'C',113.0,6204.0,20.0,0.0,13.2166666666667,b'Mon',b'VF'
b'C',131.0,6056.0,20.0,0.0,17.1666666666667,b'Tue',b'VF'
b'C',129.0,2417.0,20.0,0.0,12.7,b'Fri',b'VF'
b'C',143.0,2504.0,20.0,0.0,17.4,b'Thu',b'VF'
b'C',142.0,6537.0,20.0,0.0,16.7666666666667,b'Fri',b'VF'
b'C',141.0,1200.0,20.0,0.0,19.45,b'Thu',b'VF'
b'C',133.0,1203.0,20.0,0.0,19.4,b'Thu',b'VF'
b'C',143.0,6644.0,20.0,0.0,10.65,b'Mon',b'VF'
b'C',141.0,6661.0,20.0,0.0,9.4,b'Mon',b'VF'
b'C',138.0,777.0,20.0,0.0,9.56666666666667,b'Mon',b'VF'
b'C',130.0,1075.0,20.0,0.0,9.5,b'Mon',b'VF'
b'C',136.0,2520.0,20.0,0.0,9.5,b'Mon',b'VF'
b'C',135.0,2797.0,20.0,0.0,9.46666666666667,b'Mon',b'VF'
b'C',142.0,142.0,20.0,0.0,9.51666666666667,b'Mon',b'VF'
b'C',1408.0,2755.0,10.0,0.0,10.9333333333333,b'Wed',b'VF'
b'C',1409.0,2759.0,10.0,0.0,12.7666666666667,b'Wed',b'VF'
b'C',1410.0,2761.0,10.0,0.0,10.15,b'Wed',b'F'
b'C',147.0,10521.0,20.0,0.0,7.95,b'Fri',b'VF'
b'C',155.0,2001.0,20.0,0.0,13.7666666666667,b'Wed',b'VF'
b'C',152.0,10656.0,20.0,0.0,12.95,b'Wed',b'VF'
b'C',148.0,1538.0,20.0,0.0,13.2166666666667,b'Wed',b'VF'
b'C',143.0,3664.0,20.0,0.0,18.2166666666667,b'Tue',b'VF'
b'C',152.0,3696.0,20.0,0.0,18.5166666666667,b'Tue',b'VF'
b'C',156.0,6060.0,20.0,0.0,17.4666666666667,b'Tue',b'VF'
b'C',162.0,3656.0,20.0,0.0,18.4333333333333,b'Tue',b'VF'
b'C',170.0,3637.0,20.0,0.0,17.3333333333333,b'Tue',b'VF'
b'C',165.0,7580.0,100.0,0.0,13.5333333333333,b'Fri',b'F'
b'C',173.0,737.0,20.0,0.0,1.4,b'Thu',b'VF'
b'C',177.0,8016.0,20.0,0.0,16.7166666666667,b'Fri',b'VF'
b'C',193.0,262.0,20.0,0.0,11.45,b'Mon',b'VF'
b'C',208.0,7061.0,20.0,0.0,17.6,b'Mon',b'VF'
b'C',215.0,1116.0,20.0,0.0,17.7,b'Fri',b'VF'
b'C',221.0,15420.0,20.0,0.0,13.45,b'Tue',b'VF'
b'C',218.0,15415.0,20.0,0.0,13.45,b'Tue',b'VF'
b'C',226.0,19876.0,20.0,0.0,15.2,b'Tue',b'VF'
b'C',226.0,3659.0,20.0,0.0,14.4166666666667,b'Tue',b'VF'
b'C',223.0,8378.0,20.0,0.0,15.2333333333333,b'Tue',b'VF'
b'C',224.0,7199.0,20.0,0.0,9.71666666666667,b'Mon',b'VF'
b'C',227.0,7778.0,20.0,0.0,14.15,b'Tue',b'VF'
b'C',232.0,8081.0,20.0,0.0,16.5833333333333,b'Fri',b'VF'
b'C',236.0,9379.0,20.0,0.0,13.8,b'Tue',b'VF'
b'C',234.0,3643.0,200.0,0.0,17.7833333333333,b'Fri',b'F'
b'C',229.0,7743.0,20.0,0.0,15.0166666666667,b'Tue',b'VF'
b'C',240.0,4599.0,20.0,0.0,7.86666666666667,b'Mon',b'VF'
b'C',239.0,5215.0,20.0,0.0,13.6166666666667,b'Wed',b'VF'
b'C',240.0,6702.0,20.0,0.0,18.1166666666667,b'Fri',b'VF'
b'C',234.0,7118.0,20.0,0.0,11.5833333333333,b'Mon',b'VF'
b'C',241.0,8801.0,20.0,0.0,14.85,b'Tue',b'VF'
b'C',247.0,7602.0,20.0,0.0,12.4,b'Fri',b'VF'
b'C',263.0,9155.0,20.0,0.0,11.7333333333333,b'Wed',b'VF'
b'C',2715.0,2564.0,20.0,0.0,0.1,b'Thu',b'M'
b'C',269.0,9235.0,20.0,0.0,13.9666666666667,b'Wed',b'VF'
b'C',24.0,2621.0,20.0,0.0,10.45,b'Wed',b'VF'
b'C',35.0,2644.0,20.0,0.0,14.0,b'Wed',b'VF'
b'C',279.0,3676.0,200.0,0.0,16.5666666666667,b'Wed',b'F'
b'C',284.0,3659.0,200.0,0.0,17.6,b'Fri',b'F'
b'C',305.0,9456.0,20.0,0.0,16.1333333333333,b'Wed',b'VF'
b'C',305.0,9464.0,20.0,0.0,16.2666666666667,b'Wed',b'VF'
b'C',315.0,3564.0,20.0,0.0,13.3166666666667,b'Mon',b'VF'
b'C',26.0,3795.0,100.0,0.0,16.15,b'Tue',b'F'
b'C',33.0,4004.0,100.0,0.0,10.8666666666667,b'Tue',b'F'
b'C',338.0,6519.0,20.0,0.0,15.1333333333333,b'Fri',b'VF'
b'C',31.0,2736.0,20.0,0.0,13.4333333333333,b'Tue',b'VF'
b'C',40.0,1182.0,20.0,0.0,9.75,b'Tue',b'VF'
b'C',3669.0,2957.0,20.0,0.0,7.45,b'Tue',b'M'
b'C',3685.0,2961.0,20.0,0.0,12.0,b'Wed',b'M'
b'C',3694.0,13957.0,20.0,0.0,13.9166666666667,b'Mon',b'L'
b'C',376.0,5817.0,50.0,0.0,11.0166666666667,b'Fri',b'F'
b'C',370.0,2495.0,20.0,0.0,11.25,b'Wed',b'VF'
b'C',3731.0,1303.0,20.0,0.0,14.7666666666667,b'Wed',b'M'
b'C',3751.0,743.0,20.0,0.0,10.5166666666667,b'Mon',b'F'
b'C',3753.0,1118.0,20.0,0.0,6.28333333333333,b'Tue',b'M'
b'C',3748.0,13343.0,20.0,0.0,20.0666666666667,b'Mon',b'L'
b'C',3750.0,2283.0,20.0,0.0,5.65,b'Mon',b'M'
b'C',3746.0,3636.0,20.0,0.0,7.71666666666667,b'Mon',b'M'
b'C',3742.0,11601.0,20.0,0.0,12.5666666666667,b'Tue',b'L'
b'C',3752.0,2760.0,20.0,0.0,11.3666666666667,b'Tue',b'M'
b'C',3753.0,13343.0,20.0,0.0,6.95,b'Mon',b'L'
b'C',3749.0,1821.0,20.0,0.0,12.05,b'Tue',b'M'
b'C',3745.0,2016.0,20.0,0.0,6.4,b'Tue',b'M'
b'C',3753.0,7460.0,20.0,0.0,7.65,b'Tue',b'L'
b'C',3748.0,4742.0,20.0,0.0,5.26666666666667,b'Mon',b'L'
b'C',3749.0,11576.0,20.0,0.0,13.3,b'Tue',b'L'
b'C',3748.0,2383.0,20.0,0.0,4.98333333333333,b'Tue',b'M'
b'C',3745.0,15916.0,20.0,0.0,6.75,b'Mon',b'L'
b'C',3752.0,3397.0,20.0,0.0,12.3,b'Tue',b'M'
b'C',3754.0,13199.0,20.0,0.0,13.0666666666667,b'Tue',b'L'
b'C',3776.0,2924.0,20.0,0.0,10.4,b'Mon',b'M'
b'C',3777.0,377.0,20.0,0.0,10.7666666666667,b'Mon',b'F'
b'C',3781.0,84.0,20.0,0.0,10.4166666666667,b'Mon',b'VF'
b'C',3768.0,1076.0,20.0,0.0,10.3333333333333,b'Mon',b'M'
b'C',3771.0,1315.0,20.0,0.0,8.98333333333333,b'Mon',b'M'
b'C',3768.0,1662.0,20.0,0.0,10.2833333333333,b'Mon',b'M'
b'C',3777.0,236.0,20.0,0.0,10.1833333333333,b'Mon',b'VF'
b'C',3772.0,382.0,20.0,0.0,8.8,b'Mon',b'VF'
b'C',3778.0,2035.0,20.0,0.0,4.61666666666667,b'Tue',b'M'
b'C',3772.0,2063.0,20.0,0.0,5.05,b'Tue',b'M'
b'C',3769.0,2640.0,20.0,0.0,4.3,b'Tue',b'M'
b'C',3778.0,3317.0,20.0,0.0,7.33333333333333,b'Mon',b'M'
b'C',3780.0,6916.0,20.0,0.0,11.1,b'Mon',b'L'
b'C',3776.0,762.0,20.0,0.0,7.0,b'Tue',b'F'
b'C',3776.0,8075.0,20.0,0.0,6.63333333333333,b'Tue',b'L'
b'C',3781.0,12564.0,20.0,0.0,12.9333333333333,b'Tue',b'L'
b'C',3778.0,12560.0,20.0,0.0,12.6166666666667,b'Tue',b'L'
b'C',3783.0,14623.0,20.0,0.0,8.45,b'Mon',b'L'
b'C',3777.0,1702.0,20.0,0.0,5.83333333333333,b'Tue',b'M'
b'C',3775.0,1720.0,20.0,0.0,7.33333333333333,b'Tue',b'M'
b'C',3784.0,2038.0,20.0,0.0,13.45,b'Mon',b'L'
b'C',3776.0,2804.0,20.0,0.0,11.75,b'Tue',b'M'
b'C',3779.0,7258.0,20.0,0.0,6.15,b'Tue',b'L'
b'C',3778.0,7282.0,20.0,0.0,8.13333333333333,b'Tue',b'L'
b'C',3784.0,11001.0,20.0,0.0,12.6333333333333,b'Tue',b'L'
b'C',3774.0,11002.0,20.0,0.0,18.55,b'Mon',b'L'
b'C',3783.0,1643.0,20.0,0.0,4.48333333333333,b'Tue',b'M'
b'C',3776.0,1721.0,20.0,0.0,7.25,b'Tue',b'M'
b'C',398.0,661.0,20.0,0.0,10.85,b'Thu',b'VF'
b'C',407.0,6735.0,20.0,0.0,9.0,b'Tue',b'VF'
b'C',410.0,61.0,20.0,0.0,12.5,b'Thu',b'VF'
b'C',4509.0,1097.0,20.0,0.0,16.7333333333333,b'Wed',b'M'
b'C',458.0,4861.0,20.0,0.0,14.7333333333333,b'Tue',b'VF'
b'C',455.0,4821.0,20.0,0.0,13.9333333333333,b'Tue',b'VF'
b'C',463.0,1221.0,10.0,0.0,11.5333333333333,b'Tue',b'VF'
b'C',457.0,1224.0,10.0,0.0,10.5833333333333,b'Thu',b'VF'
b'C',463.0,8235.0,20.0,0.0,1.9,b'Fri',b'F'
b'C',465.0,2119.0,20.0,0.0,19.35,b'Mon',b'VF'
b'C',472.0,2843.0,20.0,0.0,6.13333333333333,b'Fri',b'VF'
b'C',463.0,3235.0,20.0,0.0,15.65,b'Wed',b'VF'
b'C',472.0,5315.0,20.0,0.0,19.7,b'Mon',b'VF'
b'C',536.0,4358.0,20.0,0.0,22.2166666666667,b'Mon',b'VF'
b'C',535.0,4320.0,20.0,0.0,18.3,b'Thu',b'VF'
b'C',536.0,2402.0,20.0,0.0,10.5666666666667,b'Wed',b'VF'
b'C',542.0,2897.0,20.0,0.0,11.5,b'Wed',b'VF'
b'C',532.0,3837.0,20.0,0.0,13.8666666666667,b'Tue',b'VF'
b'C',530.0,5158.0,20.0,0.0,7.68333333333333,b'Fri',b'VF'
b'C',534.0,5203.0,20.0,0.0,12.5,b'Wed',b'VF'
b'C',536.0,5436.0,20.0,0.0,10.15,b'Fri',b'VF'
b'C',531.0,6441.0,20.0,0.0,14.8166666666667,b'Thu',b'VF'
b'C',534.0,1384.0,20.0,0.0,15.6833333333333,b'Wed',b'VF'
b'C',562.0,3136.0,20.0,0.0,16.8,b'Wed',b'VF'
b'C',556.0,3177.0,20.0,0.0,14.6666666666667,b'Mon',b'VF'
b'C',566.0,3203.0,20.0,0.0,15.2,b'Mon',b'VF'
b'C',565.0,3202.0,20.0,0.0,14.1,b'Mon',b'VF'
b'C',71.0,2981.0,20.0,0.0,9.78333333333333,b'Wed',b'VF'
b'C',72.0,197.0,20.0,0.0,17.4166666666667,b'Thu',b'VF'
b'C',74.0,5438.0,20.0,0.0,15.85,b'Wed',b'VF'
b'C',69.0,5658.0,20.0,0.0,16.8,b'Wed',b'VF'
b'C',73.0,5495.0,20.0,0.0,16.4833333333333,b'Wed',b'VF'
b'C',75.0,3678.0,10.0,0.0,14.1666666666667,b'Tue',b'VF'
b'C',86.0,16258.0,20.0,0.0,9.36666666666667,b'Thu',b'VF'
b'C',879.0,6238.0,20.0,0.0,14.8,b'Mon',b'F'
b'C',89.0,3343.0,20.0,0.0,15.1666666666667,b'Wed',b'VF'
b'C',96.0,2242.0,20.0,0.0,14.1666666666667,b'Tue',b'VF'
b'C',87.0,3623.0,20.0,0.0,17.7666666666667,b'Tue',b'VF'
b'D',995.0,144.0,20.0,0.0,13.95,b'Tue',b'VF'
b'D',103.0,76.0,20.0,0.0,16.2,b'Wed',b'VF'
b'D',95.0,84.0,20.0,0.0,16.5166666666667,b'Wed',b'VF'
b'D',98.0,94.0,20.0,0.0,10.7833333333333,b'Wed',b'VF'
b'D',95.0,99.0,20.0,0.0,14.9833333333333,b'Tue',b'VF'
b'D',110.0,97.0,20.0,0.0,16.7666666666667,b'Thu',b'VF'
b'D',105.0,104.0,20.0,0.0,10.9833333333333,b'Fri',b'VF'
b'D',20.0,10.0,10.0,0.0,17.55,b'Tue',b'VF'
b'D',104.0,36.0,20.0,0.0,18.55,b'Mon',b'VF'
